# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
workspaceModel.workspaceFileIndexData.visitFileSets.ms,1779836300495000000,1779836360560000000,52
workspaceModel.workspaceFileIndexData.init.ms,1779836300495000000,1779836360560000000,9
workspaceModel.update.unloaded.entities.ms,1779836300495000000,1779836360560000000,0
workspaceModel.workspaceFileIndexContributor.registerFileSets.ms,1779836300495000000,1779836360560000000,50
workspaceModel.updates.count,1779836300495000000,1779836360560000000,8
workspaceModel.entityStorageSnapshotImpl.instances.count,1779836300495000000,1779836360560000000,32
workspaceModel.check.recursive.update.ms,1779836300495000000,1779836360560000000,3
workspaceModel.loading.total.ms,1779836300495000000,1779836360560000000,9
workspaceModel.updates.ms,1779836300495000000,1779836360560000000,335
workspaceModel.init.bridges.ms,1779836300495000000,1779836360560000000,12
workspaceModel.workspaceFileIndexData.instances.count,1779836300495000000,1779836360560000000,1
workspaceModel.workspaceFileIndexData.getFileInfo.ms,1779836300495000000,1779836360560000000,1794
workspaceModel.workspaceFileIndexData.getDirectoriesByPackageName.ms,1779836300495000000,1779836360560000000,0
workspaceModel.full.replace.project.model.ms,1779836300495000000,1779836360560000000,175
workspaceModel.initializing.ms,1779836300495000000,1779836360560000000,8
workspaceModel.collect.changes.ms,1779836300495000000,1779836360560000000,0
workspaceModel.cachedValue.calculated.count,1779836300495000000,1779836360560000000,16
workspaceModel.on.before.changed.ms,1779836300495000000,1779836360560000000,146
workspaceModel.cachedValueWithParameters.clear.count,1779836300495000000,1779836360560000000,0
workspaceModel.cachedValueWithParameters.from.cache.count,1779836300495000000,1779836360560000000,0
workspaceModel.cachedValue.total.get.count,1779836300495000000,1779836360560000000,63
workspaceModel.workspaceFileIndexData.onEntitiesChanged.ms,1779836300495000000,1779836360560000000,51
workspaceModel.cachedValueWithParameters.total.get.count,1779836300495000000,1779836360560000000,0
workspaceModel.on.changed.ms,1779836300495000000,1779836360560000000,241
workspaceModel.workspaceFileIndexData.getPackageName.ms,1779836300495000000,1779836360560000000,0
workspaceModel.workspaceFileIndexData.processFileSets.ms,1779836300495000000,1779836360560000000,0
workspaceModel.replace.project.model.ms,1779836300495000000,1779836360560000000,0
workspaceModel.workspaceFileIndexData.markDirty.ms,1779836300495000000,1779836360560000000,0
workspaceModel.cachedValue.from.cache.count,1779836300495000000,1779836360560000000,47
workspaceModel.pre.handlers.ms,1779836300495000000,1779836360560000000,5
workspaceModel.cachedValue.clear.count,1779836300495000000,1779836360560000000,0
workspaceModel.cachedValueWithParameters.calculated.count,1779836300495000000,1779836360560000000,0
workspaceModel.updates.precise.ms,1779836300495000000,1779836360560000000,44
workspaceModel.workspaceFileIndexData.updateDirtyEntities.ms,1779836300495000000,1779836360560000000,0
jps.modifiable.module.model.bridge.renaming.ms,1779836300495000000,1779836360560000000,0
jps.modifiable.module.model.bridge.new.module.ms,1779836300495000000,1779836360560000000,26
workspaceModel.orphan.listener.update.ms,1779836300495000000,1779836360560000000,6
workspaceModel.do.save.caches.ms,1779836300495000000,1779836360560000000,143
workspaceModel.mutableEntityStorage.collect.changes.ms,1779836300495000000,1779836360560000000,3
workspaceModel.global.updates.count,1779836300495000000,1779836360560000000,2
jps.facet.change.listener.before.change.events.ms,1779836300495000000,1779836360560000000,0
workspaceModel.save.cache.to.file.ms,1779836300495000000,1779836360560000000,262
jps.save.global.entities.ms,1779836300495000000,1779836360560000000,156
jps.artifact.entities.serializer.load.entities.ms,1779836300495000000,1779836360560000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1779836300495000000,1779836360560000000,10
workspaceModel.moduleBridge.update.option.ms,1779836300495000000,1779836360560000000,0
jps.facet.change.listener.process.change.events.ms,1779836300495000000,1779836360560000000,1
workspaceModel.mutableEntityStorage.entities.ms,1779836300495000000,1779836360560000000,2
workspaceModel.moduleBridge.facet.initialization.ms,1779836300495000000,1779836360560000000,0
jps.project.serializers.load.ms,1779836300495000000,1779836360560000000,11
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1779836300495000000,1779836360560000000,13
jps.load.project.to.empty.storage.ms,1779836300495000000,1779836360560000000,140
workspaceModel.moduleBridge.before.changed.ms,1779836300495000000,1779836360560000000,0
jps.facet.change.listener.init.bridge.ms,1779836300495000000,1779836360560000000,1
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedParent.ms,1779836300495000000,1779836360560000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1779836300495000000,1779836360560000000,19
workspaceModel.moduleManagerBridge.load.all.modules.ms,1779836300495000000,1779836360560000000,5
workspaceModel.load.cache.from.file.ms,1779836300495000000,1779836360560000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1779836300495000000,1779836360560000000,0
workspaceModel.mutableEntityStorage.instances.count,1779836300495000000,1779836360560000000,44
jps.global.initialize.library.bridges.ms,1779836300495000000,1779836360560000000,3
workspaceModel.delayed.project.synchronizer.sync.ms,1779836300495000000,1779836360560000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1779836300495000000,1779836360560000000,0
jps.global.get.libraries.ms,1779836300495000000,1779836360560000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1779836300495000000,1779836360560000000,40
jps.module.dependency.index.workspace.model.listener.on.changed.ms,1779836300495000000,1779836360560000000,1
workspaceModel.load.cache.metadata.from.file.ms,1779836300495000000,1779836360560000000,0
workspaceModel.sync.entities.ms,1779836300495000000,1779836360560000000,11
jps.global.handle.before.change.events.ms,1779836300495000000,1779836360560000000,0
jps.app.storage.content.reader.load.component.ms,1779836300495000000,1779836360560000000,2
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedChild.ms,1779836300495000000,1779836360560000000,0
jps.project.serializers.save.ms,1779836300495000000,1779836360560000000,21
jps.global.handle.changed.events.ms,1779836300495000000,1779836360560000000,0
jps.modifiable.module.model.bridge.disposing.ms,1779836300495000000,1779836360560000000,0
jps.storage.jps.conf.reader.load.component.ms,1779836300495000000,1779836360560000000,6
jps.artifact.entities.serializer.save.entities.ms,1779836300495000000,1779836360560000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1779836300495000000,1779836360560000000,0
workspaceModel.mutableEntityStorage.hasReferrers.ms,1779836300495000000,1779836360560000000,0
jps.load.initial.state.ms,1779836300495000000,1779836360560000000,43
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1779836300495000000,1779836360560000000,0
jps.library.entities.serializer.save.entities.ms,1779836300495000000,1779836360560000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1779836300495000000,1779836360560000000,13
workspaceModel.mutableEntityStorage.entities.by.source.ms,1779836300495000000,1779836360560000000,1
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1779836300495000000,1779836360560000000,3
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1779836300495000000,1779836360560000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1779836300495000000,1779836360560000000,28
jps.global.get.library.ms,1779836300495000000,1779836360560000000,0
jps.global.initialize.library.bridges.after.loading.ms,1779836300495000000,1779836360560000000,3
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewParent.ms,1779836300495000000,1779836360560000000,1
workspaceModel.moduleManagerBridge.newModule.ms,1779836300495000000,1779836360560000000,61
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewChild.ms,1779836300495000000,1779836360560000000,4
workspaceModel.moduleManagerBridge.get.modules.ms,1779836300495000000,1779836360560000000,5
workspaceModel.moduleBridgeLoader.loading.modules.ms,1779836300495000000,1779836360560000000,38
jps.save.changed.project.entities.ms,1779836300495000000,1779836360560000000,21
workspaceModel.global.apply.state.to.project.builder.ms,1779836300495000000,1779836360560000000,18
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1779836300495000000,1779836360560000000,0
jps.reload.project.entities.ms,1779836300495000000,1779836360560000000,1
workspaceModel.mutableEntityStorage.resolve.ms,1779836300495000000,1779836360560000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1779836300495000000,1779836360560000000,69
workspaceModel.global.updates.ms,1779836300495000000,1779836360560000000,39
workspaceModel.moduleManagerBridge.build.module.graph.ms,1779836300495000000,1779836360560000000,1
jps.modifiable.module.model.bridge.load.module.ms,1779836300495000000,1779836360560000000,0
jps.library.entities.serializer.load.entities.ms,1779836300495000000,1779836360560000000,0
workspaceModel.global.apply.state.to.project.ms,1779836300495000000,1779836360560000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1779836300495000000,1779836360560000000,0
jps.global.get.library.by.name.ms,1779836300495000000,1779836360560000000,0
jps.apply.loaded.storage.ms,1779836300495000000,1779836360560000000,185
jps.app.storage.content.writer.save.component.ms,1779836300495000000,1779836360560000000,48
DiskQueryRelay.tasksRequested,1779836300495000000,1779836360560000000,62069
DiskQueryRelay.tasksExecuted,1779836300495000000,1779836360560000000,62067
writeAction.wait.ms,1779836300495000000,1779836360560000000,158
LowMemory.gcOverloaded,1779836300495000000,1779836360560000000,0
LowMemory.gcLoad,1779836300495000000,1779836360560000000,0.0
writeAction.count,1779836300495000000,1779836360560000000,28
DiskQueryRelay.taskWaitingTotalTimeUs,1779836300495000000,1779836360560000000,27513150
DiskQueryRelay.taskExecutionTotalTimeUs,1779836300495000000,1779836360560000000,16594607
parser.IgnoreLang.time.ns,1779836300495000000,1779836360560000000,7949379
lexer.IgnoreLang.time.ns,1779836300495000000,1779836360560000000,58372
writeAction.median.wait.ms,1779836300495000000,1779836360560000000,100
lexer.IgnoreLang.size.bytes,1779836300495000000,1779836360560000000,0
writeAction.max.wait.ms,1779836300495000000,1779836360560000000,111
parser.IgnoreLang.size.bytes,1779836300495000000,1779836360560000000,0
JVM.totalCpuTimeMs,1779836300495000000,1779836360560000000,260680
MEM.ramBytes,1779836300495000000,1779836360560000000,2107564032
JVM.GC.collectionTimesMs,1779836300495000000,1779836360560000000,1147
MEM.ramMinusFileMappingsBytes,1779836300495000000,1779836360560000000,1574125568
JVM.totalBytesAllocated,1779836300495000000,1779836360560000000,7034915712
OS.loadAverage,1779836300495000000,1779836360560000000,9.82080078125
MEM.fileMappingsRamBytes,1779836300495000000,1779836360560000000,533438464
JVM.totalTimeAtSafepointsMs,1779836300495000000,1779836360560000000,1227
JVM.committedHeapBytes,1779836300495000000,1779836360560000000,889192448
JVM.GC.collections,1779836300495000000,1779836360560000000,66
JVM.threadCount,1779836300495000000,1779836360560000000,66
JVM.newThreadsCount,1779836300495000000,1779836360560000000,334
JVM.maxThreadCount,1779836300495000000,1779836360560000000,168
JVM.usedHeapBytes,1779836300495000000,1779836360560000000,485139888
MEM.ramPlusSwapMinusFileMappingsBytes,1779836300495000000,1779836360560000000,1574125568
JVM.totalSafepointCount,1779836300495000000,1779836360560000000,75
JVM.usedNativeBytes,1779836300495000000,1779836360560000000,237539896
JVM.totalDirectByteBuffersBytes,1779836300495000000,1779836360560000000,301465601
JVM.maxHeapBytes,1779836300495000000,1779836360560000000,11584667648
JVM.totalTimeToSafepointsMs,1779836300495000000,1779836360560000000,17
ReadAction.executionsCount,1779836300495000000,1779836360560000000,389684
FlushQueue.queueSizeMax,1779836300495000000,1779836360560000000,0
FlushQueue.waitingTimeMaxNs,1779836300495000000,1779836360560000000,0
NonBlockingReadAction.failedExecutionTimeUs,1779836300495000000,1779836360560000000,142019
WriteAction.executionsCount,1779836300495000000,1779836360560000000,28
NonBlockingReadAction.finalizedExecutionTimeUs,1779836300495000000,1779836360560000000,303582
NonBlockingReadAction.finalizedExecutionsCount,1779836300495000000,1779836360560000000,10
FlushQueue.executionTimeMaxNs,1779836300495000000,1779836360560000000,0
AWTEventQueue.dispatchTimeMaxNs,1779836300495000000,1779836360560000000,0
FlushQueue.queueSize90P,1779836300495000000,1779836360560000000,0
AWTEventQueue.dispatchTimeAvgNs,1779836300495000000,1779836360560000000,0.0
AWTEventQueue.dispatchTime90PNs,1779836300495000000,1779836360560000000,0
FlushQueue.waitingTimeAvgNs,1779836300495000000,1779836360560000000,0.0
FlushQueue.tasksExecuted,1779836300495000000,1779836360560000000,0
NonBlockingReadAction.failedExecutionsCount,1779836300495000000,1779836360560000000,3
FlushQueue.waitingTime90PNs,1779836300495000000,1779836360560000000,0
FlushQueue.queueSizeAvg,1779836300495000000,1779836360560000000,0.0
FlushQueue.executionTime90PNs,1779836300495000000,1779836360560000000,0
AWTEventQueue.dispatchTimeTotalNS,1779836300495000000,1779836360560000000,2890334470
AWTEventQueue.eventsDispatched,1779836300495000000,1779836360560000000,0
FlushQueue.executionTimeAvgNs,1779836300495000000,1779836360560000000,0.0
DirectByteBufferAllocator.disposed,1779836360560000000,1779836392121000000,306
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1779836360560000000,1779836392121000000,41943040
FilePageCache.totalPageDisposalsUs,1779836360560000000,1779836392121000000,204
FilePageCache.pageHits,1779836360560000000,1779836392121000000,185106
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1779836360560000000,1779836392121000000,41943040
FileChannelInterruptsRetryer.totalRetriedAttempts,1779836360560000000,1779836392121000000,0
DirectByteBufferAllocator.reclaimed,1779836360560000000,1779836392121000000,40
FilePageCache.disposedBuffers,1779836360560000000,1779836392121000000,346
StorageLockContext.competingThreads.avg,1779836360560000000,1779836392121000000,0.0
FilePageCache.maxRegisteredFiles,1779836360560000000,1779836392121000000,439
FilePageCache.uncachedFileAccess,1779836360560000000,1779836392121000000,170
FilePageCache.pageFastCacheHits,1779836360560000000,1779836392121000000,1958236
FilePageCache.maxCacheSizeInBytes,1779836360560000000,1779836392121000000,362807296
DirectByteBufferAllocator.misses,1779836360560000000,1779836392121000000,59
FilePageCache.totalPageLoadsUs,1779836360560000000,1779836392121000000,54261
FilePageCache.pageLoads,1779836360560000000,1779836392121000000,59
StorageLockContext.competingThreads.max,1779836360560000000,1779836392121000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1779836360560000000,1779836392121000000,0
DirectByteBufferAllocator.hits,1779836360560000000,1779836392121000000,0
StorageLockContext.competingThreads.90P,1779836360560000000,1779836392121000000,0
FilePageCache.capacityInBytes,1779836360560000000,1779836392121000000,629145600
compiler.ArtifactVirtualFileListener.filePathChanged.ms,1779836360560000000,1779836392121000000,0
compiler.ArtifactManagerBridge.dropMappings.ms,1779836360560000000,1779836392121000000,0
compiler.ArtifactManagerBridge.addArtifact.ms,1779836360560000000,1779836392121000000,0
compiler.ArtifactManagerBridge.getArtifacts.ms,1779836360560000000,1779836392121000000,0
compiler.ArtifactManagerBridge.findArtifact.ms,1779836360560000000,1779836392121000000,0
compiler.ArtifactVirtualFileListener.propertyChanged.ms,1779836360560000000,1779836392121000000,0
compiler.ArtifactManagerBridge.initBridges.ms,1779836360560000000,1779836392121000000,0
compiler.ArtifactManagerBridge.getArtifactsByType.ms,1779836360560000000,1779836392121000000,0
compiler.ArtifactManagerBridge.commit.ms,1779836360560000000,1779836392121000000,0
Indexing.writer_1.totalTimeSpentWritingMs,1779836360560000000,1779836392121000000,2252
Indexes.entries.lookups,1779836360560000000,1779836392121000000,546
Indexing.cache.totalCacheMisses,1779836360560000000,1779836392121000000,646469
Indexes.entries.lookupDurationAvgMs,1779836360560000000,1779836392121000000,0.0
Indexing.cache.totalCacheEvicted,1779836360560000000,1779836392121000000,646469
Indexing.writesQueuedMax,1779836360560000000,1779836392121000000,0
Indexing.writer_3.totalTimeSpentWritingMs,1779836360560000000,1779836392121000000,3990
Indexing.writer_2.totalTimeSpentWritingMs,1779836360560000000,1779836392121000000,4602
Indexing.cache.totalCacheAccesses,1779836360560000000,1779836392121000000,2322299
Indexing.writer_0.totalTimeSpentWritingMs,1779836360560000000,1779836392121000000,4239
Indexes.stubs.lookupDuration90PMs,1779836360560000000,1779836392121000000,0.0
Indexes.allKeys.lookupDuration90PMs,1779836360560000000,1779836392121000000,0.0
Indexing.totalTimeIndexersSleptMs,1779836360560000000,1779836392121000000,0
Indexes.stubs.lookups,1779836360560000000,1779836392121000000,4649
Indexes.entries.lookupDurationMaxMs,1779836360560000000,1779836392121000000,0.0
Indexes.stubs.lookupDurationAvgMs,1779836360560000000,1779836392121000000,0.0
Indexes.entries.lookupDuration90PMs,1779836360560000000,1779836392121000000,0.0
Indexes.allKeys.lookups,1779836360560000000,1779836392121000000,0
Indexes.allKeys.lookupDurationMaxMs,1779836360560000000,1779836392121000000,0.0
Indexing.writesQueuedMin,1779836360560000000,1779836392121000000,9223372036854775807
Indexes.stubs.lookupDurationMaxMs,1779836360560000000,1779836392121000000,0.0
Indexes.allKeys.lookupDurationAvgMs,1779836360560000000,1779836392121000000,0.0
cacheStateStorage.get.counter,1779836360560000000,1779836392121000000,1
cacheStateStorage.set.duration,1779836360560000000,1779836392121000000,7
cacheStateStorage.get.duration,1779836360560000000,1779836392121000000,0
cacheStateStorage.set.counter,1779836360560000000,1779836392121000000,50
workspaceModel.to.snapshot.ms,1779836360560000000,1779836392121000000,0
workspaceModel.loading.from.cache.ms,1779836360560000000,1779836392121000000,0
workspaceModel.workspaceFileIndexData.visitFileSets.ms,1779836360560000000,1779836392121000000,1
workspaceModel.workspaceFileIndexData.init.ms,1779836360560000000,1779836392121000000,0
workspaceModel.update.unloaded.entities.ms,1779836360560000000,1779836392121000000,0
workspaceModel.workspaceFileIndexContributor.registerFileSets.ms,1779836360560000000,1779836392121000000,284
workspaceModel.updates.count,1779836360560000000,1779836392121000000,1
workspaceModel.entityStorageSnapshotImpl.instances.count,1779836360560000000,1779836392121000000,15
workspaceModel.check.recursive.update.ms,1779836360560000000,1779836392121000000,0
workspaceModel.loading.total.ms,1779836360560000000,1779836392121000000,0
workspaceModel.updates.ms,1779836360560000000,1779836392121000000,14
workspaceModel.init.bridges.ms,1779836360560000000,1779836392121000000,19
workspaceModel.workspaceFileIndexData.instances.count,1779836360560000000,1779836392121000000,0
workspaceModel.workspaceFileIndexData.getFileInfo.ms,1779836360560000000,1779836392121000000,750
workspaceModel.workspaceFileIndexData.getDirectoriesByPackageName.ms,1779836360560000000,1779836392121000000,36
workspaceModel.full.replace.project.model.ms,1779836360560000000,1779836392121000000,0
workspaceModel.initializing.ms,1779836360560000000,1779836392121000000,1
workspaceModel.collect.changes.ms,1779836360560000000,1779836392121000000,0
workspaceModel.cachedValue.calculated.count,1779836360560000000,1779836392121000000,121
workspaceModel.on.before.changed.ms,1779836360560000000,1779836392121000000,9
workspaceModel.cachedValueWithParameters.clear.count,1779836360560000000,1779836392121000000,0
workspaceModel.cachedValueWithParameters.from.cache.count,1779836360560000000,1779836392121000000,98
workspaceModel.cachedValue.total.get.count,1779836360560000000,1779836392121000000,4561
workspaceModel.workspaceFileIndexData.onEntitiesChanged.ms,1779836360560000000,1779836392121000000,291
workspaceModel.cachedValueWithParameters.total.get.count,1779836360560000000,1779836392121000000,99
workspaceModel.on.changed.ms,1779836360560000000,1779836392121000000,37
workspaceModel.workspaceFileIndexData.getPackageName.ms,1779836360560000000,1779836392121000000,10
workspaceModel.workspaceFileIndexData.processFileSets.ms,1779836360560000000,1779836392121000000,0
workspaceModel.replace.project.model.ms,1779836360560000000,1779836392121000000,345
workspaceModel.workspaceFileIndexData.markDirty.ms,1779836360560000000,1779836392121000000,0
workspaceModel.cachedValue.from.cache.count,1779836360560000000,1779836392121000000,4440
workspaceModel.pre.handlers.ms,1779836360560000000,1779836392121000000,0
workspaceModel.cachedValue.clear.count,1779836360560000000,1779836392121000000,0
workspaceModel.cachedValueWithParameters.calculated.count,1779836360560000000,1779836392121000000,1
workspaceModel.updates.precise.ms,1779836360560000000,1779836392121000000,1
workspaceModel.workspaceFileIndexData.updateDirtyEntities.ms,1779836360560000000,1779836392121000000,0
jps.modifiable.module.model.bridge.renaming.ms,1779836360560000000,1779836392121000000,0
jps.modifiable.module.model.bridge.new.module.ms,1779836360560000000,1779836392121000000,0
workspaceModel.orphan.listener.update.ms,1779836360560000000,1779836392121000000,2
jps.module.iml.entities.serializer.save.entities.ms,1779836360560000000,1779836392121000000,32
workspaceModel.do.save.caches.ms,1779836360560000000,1779836392121000000,221
workspaceModel.mutableEntityStorage.collect.changes.ms,1779836360560000000,1779836392121000000,1
workspaceModel.global.updates.count,1779836360560000000,1779836392121000000,1
jps.facet.change.listener.before.change.events.ms,1779836360560000000,1779836392121000000,0
workspaceModel.save.cache.to.file.ms,1779836360560000000,1779836392121000000,219
jps.save.global.entities.ms,1779836360560000000,1779836392121000000,11
jps.artifact.entities.serializer.load.entities.ms,1779836360560000000,1779836392121000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1779836360560000000,1779836392121000000,3
workspaceModel.moduleBridge.update.option.ms,1779836360560000000,1779836392121000000,0
jps.facet.change.listener.process.change.events.ms,1779836360560000000,1779836392121000000,1
