# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
JVM.GC.collections,1779891780896000000,1779891833019000000,55
JVM.totalCpuTimeMs,1779891780896000000,1779891833019000000,160100
MEM.fileMappingsRamBytes,1779891780896000000,1779891833019000000,470269952
JVM.maxThreadCount,1779891780896000000,1779891833019000000,227
OS.loadAverage,1779891780896000000,1779891833019000000,5.7939453125
JVM.newThreadsCount,1779891780896000000,1779891833019000000,318
MEM.ramBytes,1779891780896000000,1779891833019000000,1607655424
JVM.totalDirectByteBuffersBytes,1779891780896000000,1779891833019000000,41943041
JVM.maxHeapBytes,1779891780896000000,1779891833019000000,11584667648
JVM.totalBytesAllocated,1779891780896000000,1779891833019000000,2743164440
MEM.ramMinusFileMappingsBytes,1779891780896000000,1779891833019000000,1137385472
JVM.threadCount,1779891780896000000,1779891833019000000,68
MEM.ramPlusSwapMinusFileMappingsBytes,1779891780896000000,1779891833019000000,1137385472
JVM.totalSafepointCount,1779891780896000000,1779891833019000000,74
JVM.GC.collectionTimesMs,1779891780896000000,1779891833019000000,915
JVM.totalTimeAtSafepointsMs,1779891780896000000,1779891833019000000,986
JVM.usedNativeBytes,1779891780896000000,1779891833019000000,329979136
JVM.usedHeapBytes,1779891780896000000,1779891833019000000,292017752
JVM.committedHeapBytes,1779891780896000000,1779891833019000000,520093696
JVM.totalTimeToSafepointsMs,1779891780896000000,1779891833019000000,27
Indexes.stubs.lookupDuration90PMs,1779891780896000000,1779891833019000000,0.0
Indexes.stubs.lookupDurationAvgMs,1779891780896000000,1779891833019000000,0.0
Indexing.cache.totalCacheAccesses,1779891780896000000,1779891833019000000,43781
Indexing.writer_3.totalTimeSpentWritingMs,1779891780896000000,1779891833019000000,45
Indexes.allKeys.lookupDuration90PMs,1779891780896000000,1779891833019000000,0.0
Indexes.entries.lookupDurationAvgMs,1779891780896000000,1779891833019000000,0.0
Indexing.writer_1.totalTimeSpentWritingMs,1779891780896000000,1779891833019000000,766
Indexing.cache.totalCacheEvicted,1779891780896000000,1779891833019000000,19724
Indexes.stubs.lookups,1779891780896000000,1779891833019000000,7979
Indexes.entries.lookups,1779891780896000000,1779891833019000000,522
Indexing.totalTimeIndexersSleptMs,1779891780896000000,1779891833019000000,0
Indexing.writer_0.totalTimeSpentWritingMs,1779891780896000000,1779891833019000000,890
Indexes.entries.lookupDuration90PMs,1779891780896000000,1779891833019000000,0.0
Indexes.entries.lookupDurationMaxMs,1779891780896000000,1779891833019000000,0.0
Indexes.allKeys.lookupDurationMaxMs,1779891780896000000,1779891833019000000,0.0
Indexing.writesQueuedMax,1779891780896000000,1779891833019000000,0
Indexes.allKeys.lookupDurationAvgMs,1779891780896000000,1779891833019000000,0.0
Indexing.writesQueuedMin,1779891780896000000,1779891833019000000,9223372036854775807
Indexes.stubs.lookupDurationMaxMs,1779891780896000000,1779891833019000000,0.0
Indexes.allKeys.lookups,1779891780896000000,1779891833019000000,0
Indexing.cache.totalCacheMisses,1779891780896000000,1779891833019000000,19724
Indexing.writer_2.totalTimeSpentWritingMs,1779891780896000000,1779891833019000000,115
compiler.ArtifactManagerBridge.getArtifactsByType.ms,1779891780896000000,1779891833019000000,0
compiler.ArtifactVirtualFileListener.propertyChanged.ms,1779891780896000000,1779891833019000000,0
compiler.ArtifactManagerBridge.initBridges.ms,1779891780896000000,1779891833019000000,0
compiler.ArtifactManagerBridge.addArtifact.ms,1779891780896000000,1779891833019000000,0
compiler.ArtifactManagerBridge.getArtifacts.ms,1779891780896000000,1779891833019000000,0
compiler.ArtifactManagerBridge.dropMappings.ms,1779891780896000000,1779891833019000000,0
compiler.ArtifactVirtualFileListener.filePathChanged.ms,1779891780896000000,1779891833019000000,0
compiler.ArtifactManagerBridge.commit.ms,1779891780896000000,1779891833019000000,0
compiler.ArtifactManagerBridge.findArtifact.ms,1779891780896000000,1779891833019000000,0
AWTEventQueue.dispatchTimeTotalNS,1779891780896000000,1779891833019000000,5099823200
NonBlockingReadAction.finalizedExecutionsCount,1779891780896000000,1779891833019000000,963
NonBlockingReadAction.finalizedExecutionTimeUs,1779891780896000000,1779891833019000000,1697090
NonBlockingReadAction.failedExecutionTimeUs,1779891780896000000,1779891833019000000,57892
NonBlockingReadAction.failedExecutionsCount,1779891780896000000,1779891833019000000,1
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1779891780896000000,1779891833019000000,0
workspaceModel.load.cache.metadata.from.file.ms,1779891780896000000,1779891833019000000,21
jps.artifact.entities.serializer.load.entities.ms,1779891780896000000,1779891833019000000,66
jps.library.entities.serializer.load.entities.ms,1779891780896000000,1779891833019000000,410
workspaceModel.mutableEntityStorage.collect.changes.ms,1779891780896000000,1779891833019000000,2
jps.global.handle.changed.events.ms,1779891780896000000,1779891833019000000,0
jps.save.changed.project.entities.ms,1779891780896000000,1779891833019000000,3
workspaceModel.moduleBridge.update.option.ms,1779891780896000000,1779891833019000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1779891780896000000,1779891833019000000,12
jps.artifact.entities.serializer.save.entities.ms,1779891780896000000,1779891833019000000,0
workspaceModel.moduleBridgeLoader.loading.modules.ms,1779891780896000000,1779891833019000000,377
jps.facet.change.listener.process.change.events.ms,1779891780896000000,1779891833019000000,7
jps.global.initialize.library.bridges.after.loading.ms,1779891780896000000,1779891833019000000,2
jps.facet.change.listener.init.bridge.ms,1779891780896000000,1779891833019000000,3
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewParent.ms,1779891780896000000,1779891833019000000,4
jps.project.serializers.save.ms,1779891780896000000,1779891833019000000,3
jps.library.entities.serializer.save.entities.ms,1779891780896000000,1779891833019000000,0
workspaceModel.load.cache.from.file.ms,1779891780896000000,1779891833019000000,275
workspaceModel.do.save.caches.ms,1779891780896000000,1779891833019000000,313
workspaceModel.moduleBridge.before.changed.ms,1779891780896000000,1779891833019000000,0
jps.load.initial.state.ms,1779891780896000000,1779891833019000000,36
workspaceModel.moduleBridge.facet.initialization.ms,1779891780896000000,1779891833019000000,300
workspaceModel.mutableEntityStorage.instances.count,1779891780896000000,1779891833019000000,49
workspaceModel.mutableEntityStorage.has.same.entities.ms,1779891780896000000,1779891833019000000,0
workspaceModel.orphan.listener.update.ms,1779891780896000000,1779891833019000000,11
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedChild.ms,1779891780896000000,1779891833019000000,0
jps.module.iml.entities.serializer.save.entities.ms,1779891780896000000,1779891833019000000,0
jps.storage.jps.conf.reader.load.component.ms,1779891780896000000,1779891833019000000,225
workspaceModel.mutableEntityStorage.referrers.ms,1779891780896000000,1779891833019000000,0
jps.module.iml.entities.serializer.load.entities.ms,1779891780896000000,1779891833019000000,429
workspaceModel.global.updates.ms,1779891780896000000,1779891833019000000,120
workspaceModel.moduleManagerBridge.build.module.graph.ms,1779891780896000000,1779891833019000000,7
workspaceModel.delayed.project.synchronizer.sync.ms,1779891780896000000,1779891833019000000,980
workspaceModel.moduleManagerBridge.get.modules.ms,1779891780896000000,1779891833019000000,2
jps.global.handle.before.change.events.ms,1779891780896000000,1779891833019000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1779891780896000000,1779891833019000000,4
workspaceModel.save.cache.to.file.ms,1779891780896000000,1779891833019000000,293
workspaceModel.mutableEntityStorage.replace.by.source.ms,1779891780896000000,1779891833019000000,88
workspaceModel.mutableEntityStorage.modify.entity.ms,1779891780896000000,1779891833019000000,27
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedParent.ms,1779891780896000000,1779891833019000000,0
jps.app.storage.content.reader.load.component.ms,1779891780896000000,1779891833019000000,73
jps.facet.change.listener.before.change.events.ms,1779891780896000000,1779891833019000000,0
jps.global.get.library.by.name.ms,1779891780896000000,1779891833019000000,0
jps.global.get.library.ms,1779891780896000000,1779891833019000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1779891780896000000,1779891833019000000,20
workspaceModel.sync.entities.ms,1779891780896000000,1779891833019000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1779891780896000000,1779891833019000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1779891780896000000,1779891833019000000,0
jps.global.initialize.library.bridges.ms,1779891780896000000,1779891833019000000,2
workspaceModel.mutableEntityStorage.hasReferrers.ms,1779891780896000000,1779891833019000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1779891780896000000,1779891833019000000,31
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1779891780896000000,1779891833019000000,108
workspaceModel.mutableEntityStorage.put.entity.ms,1779891780896000000,1779891833019000000,43
workspaceModel.global.updates.count,1779891780896000000,1779891833019000000,2
jps.apply.loaded.storage.ms,1779891780896000000,1779891833019000000,102
workspaceModel.mutableEntityStorage.entities.ms,1779891780896000000,1779891833019000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1779891780896000000,1779891833019000000,0
jps.project.serializers.load.ms,1779891780896000000,1779891833019000000,573
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1779891780896000000,1779891833019000000,0
jps.app.storage.content.writer.save.component.ms,1779891780896000000,1779891833019000000,31
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1779891780896000000,1779891833019000000,2
workspaceModel.mutableEntityStorage.add.entity.ms,1779891780896000000,1779891833019000000,169
workspaceModel.global.apply.state.to.project.ms,1779891780896000000,1779891833019000000,233
jps.reload.project.entities.ms,1779891780896000000,1779891833019000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1779891780896000000,1779891833019000000,0
jps.load.project.to.empty.storage.ms,1779891780896000000,1779891833019000000,863
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1779891780896000000,1779891833019000000,1
workspaceModel.mutableEntityStorage.resolve.ms,1779891780896000000,1779891833019000000,0
jps.save.global.entities.ms,1779891780896000000,1779891833019000000,105
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewChild.ms,1779891780896000000,1779891833019000000,2
jps.module.dependency.index.workspace.model.listener.on.changed.ms,1779891780896000000,1779891833019000000,1
jps.global.get.libraries.ms,1779891780896000000,1779891833019000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1779891780896000000,1779891833019000000,0
StorageLockContext.competingThreads.avg,1779891780896000000,1779891833019000000,0.0
FileChannelInterruptsRetryer.totalRetriedAttempts,1779891780896000000,1779891833019000000,0
FilePageCache.pageHits,1779891780896000000,1779891833019000000,5863
FilePageCache.totalPageLoadsUs,1779891780896000000,1779891833019000000,746377
StorageLockContext.competingThreads.90P,1779891780896000000,1779891833019000000,0
StorageLockContext.competingThreads.max,1779891780896000000,1779891833019000000,0
FilePageCache.totalPageDisposalsUs,1779891780896000000,1779891833019000000,4329
DirectByteBufferAllocator.misses,1779891780896000000,1779891833019000000,209
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1779891780896000000,1779891833019000000,41943040
DirectByteBufferAllocator.disposed,1779891780896000000,1779891833019000000,169
DirectByteBufferAllocator.hits,1779891780896000000,1779891833019000000,3
FilePageCache.capacityInBytes,1779891780896000000,1779891833019000000,629145600
FilePageCache.pageFastCacheHits,1779891780896000000,1779891833019000000,31676
DirectByteBufferAllocator.reclaimed,1779891780896000000,1779891833019000000,43
FilePageCache.uncachedFileAccess,1779891780896000000,1779891833019000000,88
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1779891780896000000,1779891833019000000,41943040
FilePageCache.maxRegisteredFiles,1779891780896000000,1779891833019000000,439
FilePageCache.pageLoads,1779891780896000000,1779891833019000000,212
FilePageCache.disposedBuffers,1779891780896000000,1779891833019000000,212
FilePageCache.maxCacheSizeInBytes,1779891780896000000,1779891833019000000,219152384
workspaceModel.cachedValueWithParameters.calculated.count,1779891780896000000,1779891833019000000,1
workspaceModel.on.changed.ms,1779891780896000000,1779891833019000000,106
workspaceModel.entityStorageSnapshotImpl.instances.count,1779891780896000000,1779891833019000000,32
workspaceModel.workspaceFileIndexData.getFileInfo.ms,1779891780896000000,1779891833019000000,2129
workspaceModel.workspaceFileIndexData.markDirty.ms,1779891780896000000,1779891833019000000,0
workspaceModel.workspaceFileIndexData.init.ms,1779891780896000000,1779891833019000000,169
workspaceModel.collect.changes.ms,1779891780896000000,1779891833019000000,0
workspaceModel.workspaceFileIndexData.instances.count,1779891780896000000,1779891833019000000,1
workspaceModel.replace.project.model.ms,1779891780896000000,1779891833019000000,0
workspaceModel.cachedValue.from.cache.count,1779891780896000000,1779891833019000000,5991
workspaceModel.updates.precise.ms,1779891780896000000,1779891833019000000,33
workspaceModel.cachedValueWithParameters.clear.count,1779891780896000000,1779891833019000000,0
workspaceModel.updates.count,1779891780896000000,1779891833019000000,7
workspaceModel.updates.ms,1779891780896000000,1779891833019000000,239
workspaceModel.cachedValueWithParameters.total.get.count,1779891780896000000,1779891833019000000,119
workspaceModel.workspaceFileIndexData.getDirectoriesByPackageName.ms,1779891780896000000,1779891833019000000,35
workspaceModel.loading.from.cache.ms,1779891780896000000,1779891833019000000,89
workspaceModel.workspaceFileIndexData.visitFileSets.ms,1779891780896000000,1779891833019000000,90
workspaceModel.update.unloaded.entities.ms,1779891780896000000,1779891833019000000,0
workspaceModel.workspaceFileIndexData.processFileSets.ms,1779891780896000000,1779891833019000000,0
workspaceModel.loading.total.ms,1779891780896000000,1779891833019000000,96
workspaceModel.to.snapshot.ms,1779891780896000000,1779891833019000000,5
workspaceModel.cachedValue.total.get.count,1779891780896000000,1779891833019000000,6260
workspaceModel.on.before.changed.ms,1779891780896000000,1779891833019000000,74
workspaceModel.workspaceFileIndexData.onEntitiesChanged.ms,1779891780896000000,1779891833019000000,23
workspaceModel.cachedValueWithParameters.from.cache.count,1779891780896000000,1779891833019000000,118
workspaceModel.initializing.ms,1779891780896000000,1779891833019000000,5
workspaceModel.cachedValue.clear.count,1779891780896000000,1779891833019000000,0
workspaceModel.workspaceFileIndexData.getPackageName.ms,1779891780896000000,1779891833019000000,11
workspaceModel.workspaceFileIndexData.updateDirtyEntities.ms,1779891780896000000,1779891833019000000,0
workspaceModel.init.bridges.ms,1779891780896000000,1779891833019000000,6
workspaceModel.pre.handlers.ms,1779891780896000000,1779891833019000000,1
workspaceModel.workspaceFileIndexContributor.registerFileSets.ms,1779891780896000000,1779891833019000000,336
workspaceModel.check.recursive.update.ms,1779891780896000000,1779891833019000000,1
workspaceModel.full.replace.project.model.ms,1779891780896000000,1779891833019000000,19
workspaceModel.cachedValue.calculated.count,1779891780896000000,1779891833019000000,269
cacheStateStorage.set.duration,1779891780896000000,1779891833019000000,370
cacheStateStorage.get.counter,1779891780896000000,1779891833019000000,13
cacheStateStorage.get.duration,1779891780896000000,1779891833019000000,0
cacheStateStorage.set.counter,1779891780896000000,1779891833019000000,95
